level,date,state_fips,state_postal_code,county_fips,county_name,population_staying_at_home,population_not_staying_at_home,number_of_trips,number_of_trips_<1,number_of_trips_1-3,number_of_trips_3-5,number_of_trips_5-10,number_of_trips_10-25,number_of_trips_25-50,number_of_trips_50-100,number_of_trips_100-250,number_of_trips_250-500,number_of_trips_>=500,row_id,week,month
County,2019-06-03,06,CA,06083,Santa Barbara County,96355,350144,2346397,739127,715336,280003,294871,168082,90002,44677,11365,728,2206,06-06083-20190603,22,6
County,2019-06-04,06,CA,06083,Santa Barbara County,94610,351889,2239751,673053,691663,282220,283888,167854,84507,41946,11168,838,2614,06-06083-20190604,22,6
County,2019-06-05,06,CA,06083,Santa Barbara County,95213,351286,2241927,692852,689149,274186,278171,165834,85442,41803,10812,830,2848,06-06083-20190605,22,6
County,2019-06-06,06,CA,06083,Santa Barbara County,93674,352825,2427734,757794,740156,300204,305768,175522,84886,48554,11844,737,2269,06-06083-20190606,22,6
County,2019-06-07,06,CA,06083,Santa Barbara County,93577,352922,2364876,722995,713691,288195,296636,180449,93490,53334,12753,837,2496,06-06083-20190607,22,6
County,2019-06-08,06,CA,06083,Santa Barbara County,95104,351395,2342687,742214,715321,276456,276870,173984,94790,47286,13177,814,1775,06-06083-20190608,22,6
County,2019-06-09,06,CA,06083,Santa Barbara County,101714,344785,2034878,601310,644505,241922,232826,157394,93842,45218,14777,949,2135,06-06083-20190609,23,6
County,2019-06-10,06,CA,06083,Santa Barbara County,96740,349759,2164500,633382,690682,258673,271825,167667,86249,40469,12563,879,2111,06-06083-20190610,23,6
County,2019-06-11,06,CA,06083,Santa Barbara County,97959,348540,2252607,676173,691427,286214,278527,177300,90216,39325,10296,777,2352,06-06083-20190611,23,6
County,2019-06-12,06,CA,06083,Santa Barbara County,96982,349517,2235481,696059,671685,272272,287487,171485,79951,43677,10086,693,2086,06-06083-20190612,23,6
County,2019-06-13,06,CA,06083,Santa Barbara County,96801,349698,2176437,630974,680476,280583,267401,169921,89326,43747,10768,767,2474,06-06083-20190613,23,6
County,2019-06-14,06,CA,06083,Santa Barbara County,94928,351571,2247398,683488,684436,268417,284137,172002,89819,50103,12085,814,2097,06-06083-20190614,23,6
County,2019-06-15,06,CA,06083,Santa Barbara County,95333,351166,2164814,642738,661545,254340,274121,174974,91141,50297,12895,715,2048,06-06083-20190615,23,6
County,2019-06-16,06,CA,06083,Santa Barbara County,99568,346931,1847550,542503,584760,216061,211720,144088,85786,44527,14729,1004,2372,06-06083-20190616,24,6
County,2019-06-17,06,CA,06083,Santa Barbara County,96376,350123,2071873,612733,625524,249543,272714,160821,89638,46442,11222,912,2324,06-06083-20190617,24,6
County,2019-06-18,06,CA,06083,Santa Barbara County,95305,351194,2144878,635191,630355,275573,283132,177723,88113,41897,9906,673,2315,06-06083-20190618,24,6
County,2019-06-19,06,CA,06083,Santa Barbara County,96140,350359,2158285,633675,663008,263163,297104,161454,87031,39229,11049,762,1810,06-06083-20190619,24,6
County,2019-06-20,06,CA,06083,Santa Barbara County,94410,352089,2182415,640351,646798,268778,303310,173450,88393,46913,11665,803,1954,06-06083-20190620,24,6
County,2019-06-21,06,CA,06083,Santa Barbara County,93849,352650,2194154,636130,676589,282555,287139,162994,87819,47021,11340,749,1818,06-06083-20190621,24,6
County,2019-06-22,06,CA,06083,Santa Barbara County,97760,348739,2212326,672028,691017,261592,266177,169996,85921,50113,13000,693,1789,06-06083-20190622,24,6
County,2019-06-23,06,CA,06083,Santa Barbara County,92303,354196,1884222,552649,582610,231220,211481,148396,90895,47403,15379,1020,3169,06-06083-20190623,25,6
County,2019-06-24,06,CA,06083,Santa Barbara County,86624,359875,2123963,627074,640015,264202,270263,167926,90064,48230,12289,1005,2895,06-06083-20190624,25,6
County,2019-06-25,06,CA,06083,Santa Barbara County,93241,353258,2279055,654207,678556,288410,313932,183090,93967,51100,12445,919,2429,06-06083-20190625,25,6
County,2019-06-26,06,CA,06083,Santa Barbara County,94998,351501,2280683,672215,676320,276280,294646,194700,96228,54668,12656,1021,1949,06-06083-20190626,25,6
County,2019-06-27,06,CA,06083,Santa Barbara County,94864,351635,2346990,691551,709594,296948,296320,187988,101043,46940,13039,942,2625,06-06083-20190627,25,6
County,2019-06-28,06,CA,06083,Santa Barbara County,91371,355128,2403774,729581,717289,293959,297716,186453,102343,58829,14771,996,1837,06-06083-20190628,25,6
County,2019-06-29,06,CA,06083,Santa Barbara County,93924,352575,2406484,714205,735282,279466,292766,206435,107283,52614,15108,970,2355,06-06083-20190629,25,6
County,2019-06-30,06,CA,06083,Santa Barbara County,99351,347148,2066095,586760,696397,250933,219087,160217,85507,46727,16483,1133,2851,06-06083-20190630,26,6
County,2019-07-01,06,CA,06083,Santa Barbara County,91526,354973,2281344,662603,701823,292842,287402,176919,95607,47565,13443,980,2160,06-06083-20190701,26,7
County,2019-07-02,06,CA,06083,Santa Barbara County,92092,354407,2234171,621894,692029,292300,283999,181315,96164,49334,13410,1067,2659,06-06083-20190702,26,7
County,2019-07-03,06,CA,06083,Santa Barbara County,88842,357657,2264181,658926,709725,283180,265302,184433,94370,52959,12462,1007,1817,06-06083-20190703,26,7
County,2019-07-04,06,CA,06083,Santa Barbara County,95788,350711,1896012,564583,565482,228304,229522,161442,85450,41874,15789,1217,2349,06-06083-20190704,26,7
County,2019-07-05,06,CA,06083,Santa Barbara County,90265,356234,2375805,713686,691540,296075,300450,200708,100864,53789,15095,1178,2420,06-06083-20190705,26,7
County,2019-07-06,06,CA,06083,Santa Barbara County,92141,354358,2513424,772730,741363,321565,300129,204016,106636,48772,13980,1106,3127,06-06083-20190706,26,7
County,2019-07-07,06,CA,06083,Santa Barbara County,95547,350952,2096749,618128,653060,254161,225902,171879,104616,48696,16200,1160,2947,06-06083-20190707,27,7
County,2019-07-08,06,CA,06083,Santa Barbara County,91428,355071,2437161,722982,767721,301162,292879,190373,102711,45828,10255,908,2342,06-06083-20190708,27,7
County,2019-07-09,06,CA,06083,Santa Barbara County,92464,354035,2389976,733635,734983,282338,303911,178296,95697,46718,11483,893,2022,06-06083-20190709,27,7
County,2019-07-10,06,CA,06083,Santa Barbara County,89850,356649,2429172,740073,726920,310580,303735,188612,98770,46028,11210,899,2345,06-06083-20190710,27,7
County,2019-07-11,06,CA,06083,Santa Barbara County,90113,356386,2459405,736991,747667,313585,302952,202173,94590,46622,11581,924,2320,06-06083-20190711,27,7
County,2019-07-12,06,CA,06083,Santa Barbara County,85724,360775,2514395,729820,770018,329315,307154,201081,104513,57652,12117,866,1859,06-06083-20190712,27,7
County,2019-07-13,06,CA,06083,Santa Barbara County,92615,353884,2504691,736015,781913,326027,282989,199145,107569,55654,12456,682,2241,06-06083-20190713,27,7
County,2019-07-14,06,CA,06083,Santa Barbara County,95609,350890,2130042,608646,709731,255647,231888,153896,93207,56788,16745,875,2619,06-06083-20190714,28,7
County,2019-07-15,06,CA,06083,Santa Barbara County,86088,360411,2324089,652770,721431,301544,292871,183273,103242,54770,10721,925,2542,06-06083-20190715,28,7
County,2019-07-16,06,CA,06083,Santa Barbara County,87298,359201,2359535,666966,740887,309162,301747,185169,97718,45558,9496,930,1902,06-06083-20190716,28,7
County,2019-07-17,06,CA,06083,Santa Barbara County,89818,356681,2577589,744230,814089,323783,324655,190132,104314,61683,11661,752,2290,06-06083-20190717,28,7
County,2019-07-18,06,CA,06083,Santa Barbara County,90855,355644,2485580,732471,756926,318118,319549,190414,100182,52860,11251,908,2901,06-06083-20190718,28,7
County,2019-07-19,06,CA,06083,Santa Barbara County,86980,359519,2508226,711671,800330,311738,310492,188978,109542,59452,13309,684,2030,06-06083-20190719,28,7
County,2019-07-20,06,CA,06083,Santa Barbara County,88685,357814,2488262,759887,752383,309790,302439,186811,101596,59482,12275,792,2807,06-06083-20190720,28,7
County,2019-07-21,06,CA,06083,Santa Barbara County,91749,354750,2075750,533687,662855,277606,253805,169192,101911,57344,15791,1068,2491,06-06083-20190721,29,7
County,2019-07-22,06,CA,06083,Santa Barbara County,90529,355970,2397329,673484,760759,315618,300797,180396,101433,49056,12661,797,2328,06-06083-20190722,29,7
County,2019-07-23,06,CA,06083,Santa Barbara County,91337,355162,2376322,642458,777927,301778,308546,189208,91818,50199,11061,761,2566,06-06083-20190723,29,7
County,2019-07-24,06,CA,06083,Santa Barbara County,91449,355050,2419193,680911,775738,313495,299894,185683,97024,54050,9658,762,1978,06-06083-20190724,29,7
County,2019-07-25,06,CA,06083,Santa Barbara County,91285,355214,2360383,634586,762153,312552,315953,168457,96533,54966,11660,718,2805,06-06083-20190725,29,7
County,2019-07-26,06,CA,06083,Santa Barbara County,92762,353737,2548306,737213,791864,326246,323429,186166,104146,64341,11907,683,2311,06-06083-20190726,29,7
County,2019-07-27,06,CA,06083,Santa Barbara County,94566,351933,2472088,719933,778660,304386,312771,177857,93575,67732,13954,680,2540,06-06083-20190727,29,7
County,2019-07-28,06,CA,06083,Santa Barbara County,96071,350428,2070935,542690,694750,255011,244649,165791,96460,54653,14127,854,1950,06-06083-20190728,30,7
County,2019-07-29,06,CA,06083,Santa Barbara County,89111,357388,2286632,607309,727822,320885,288212,199714,82857,47720,9222,850,2041,06-06083-20190729,30,7
County,2019-07-30,06,CA,06083,Santa Barbara County,90979,355520,2249638,586595,712092,304505,307363,199670,85246,42820,8719,627,2001,06-06083-20190730,30,7
County,2019-07-31,06,CA,06083,Santa Barbara County,89535,356964,2322358,625611,742471,300446,320713,194628,83714,43442,8431,627,2275,06-06083-20190731,30,7
County,2019-08-01,06,CA,06083,Santa Barbara County,85580,360919,2323641,612039,761129,312057,308859,180238,91470,46198,8777,769,2105,06-06083-20190801,30,8
County,2019-08-02,06,CA,06083,Santa Barbara County,88150,358349,2369157,657830,755147,303183,300488,200007,92695,47635,9304,838,2030,06-06083-20190802,30,8
County,2019-08-03,06,CA,06083,Santa Barbara County,90250,356249,2346375,647612,721551,309071,307061,198701,95680,53445,10672,795,1787,06-06083-20190803,30,8
County,2019-08-04,06,CA,06083,Santa Barbara County,92882,353617,1978514,511699,603547,280000,267148,164403,82329,52566,13308,985,2529,06-06083-20190804,31,8
County,2019-08-05,06,CA,06083,Santa Barbara County,88533,357966,2156285,548538,696793,291599,299640,178130,83718,43824,10580,881,2582,06-06083-20190805,31,8
County,2019-08-06,06,CA,06083,Santa Barbara County,94814,351685,2292343,600901,730715,311622,326161,177920,83273,48849,10089,710,2103,06-06083-20190806,31,8
County,2019-08-07,06,CA,06083,Santa Barbara County,95906,350593,2512171,728437,821650,303903,324018,183699,87874,52131,7932,354,2173,06-06083-20190807,31,8
County,2019-08-08,06,CA,06083,Santa Barbara County,82361,364138,2122011,477039,673979,311056,288044,240232,78068,40643,9558,982,2410,06-06083-20190808,31,8
County,2019-08-09,06,CA,06083,Santa Barbara County,68571,377928,2608512,548662,877922,403722,317272,322152,87745,39832,9344,631,1230,06-06083-20190809,31,8
County,2019-08-10,06,CA,06083,Santa Barbara County,71668,374831,2621692,559131,857139,429856,320428,305051,99129,38642,10237,701,1378,06-06083-20190810,31,8
County,2019-08-11,06,CA,06083,Santa Barbara County,79757,366742,2295805,458678,798564,323684,256652,319081,90775,35133,10880,759,1599,06-06083-20190811,32,8
County,2019-08-12,06,CA,06083,Santa Barbara County,77699,368800,2431056,468477,824687,403266,306272,297726,86938,33602,7800,722,1566,06-06083-20190812,32,8
County,2019-08-13,06,CA,06083,Santa Barbara County,79332,367167,2340772,476701,758897,359786,320720,290944,94146,30213,7124,796,1445,06-06083-20190813,32,8
County,2019-08-14,06,CA,06083,Santa Barbara County,78216,368283,2458452,516396,811090,384983,329235,287189,92154,29196,6547,660,1002,06-06083-20190814,32,8
County,2019-08-15,06,CA,06083,Santa Barbara County,80978,365521,2301437,506598,715479,371851,327975,247060,89087,33686,7521,886,1294,06-06083-20190815,32,8
County,2019-08-16,06,CA,06083,Santa Barbara County,68489,378010,2446631,549382,756495,310137,358801,327079,95759,36727,9931,1040,1280,06-06083-20190816,32,8
County,2019-08-17,06,CA,06083,Santa Barbara County,72511,373988,2422918,529939,778455,315377,317924,322155,110653,35948,10179,1087,1201,06-06083-20190817,32,8
County,2019-08-18,06,CA,06083,Santa Barbara County,75247,371252,2210879,446676,679827,332757,293676,292586,113177,35753,13502,1243,1682,06-06083-20190818,33,8
County,2019-08-19,06,CA,06083,Santa Barbara County,70742,375757,2416482,496335,756033,340355,348853,326039,110691,25970,9297,1149,1760,06-06083-20190819,33,8
County,2019-08-20,06,CA,06083,Santa Barbara County,76896,369603,2383222,517948,742789,355517,354807,266404,107666,27614,7969,1095,1413,06-06083-20190820,33,8
County,2019-08-21,06,CA,06083,Santa Barbara County,75359,371140,2457021,547225,745018,319889,393259,294864,116985,29715,7814,927,1325,06-06083-20190821,33,8
County,2019-08-22,06,CA,06083,Santa Barbara County,72456,374043,2370286,503665,723767,337112,350246,299091,113829,29704,9800,1235,1837,06-06083-20190822,33,8
County,2019-08-23,06,CA,06083,Santa Barbara County,73855,372644,2573463,573917,825425,329062,365489,316387,116872,32859,10933,1164,1355,06-06083-20190823,33,8
County,2019-08-24,06,CA,06083,Santa Barbara County,76283,370216,2593568,561893,771557,355406,394455,337824,128314,30704,10966,1113,1336,06-06083-20190824,33,8
County,2019-08-25,06,CA,06083,Santa Barbara County,73879,372620,2224234,448869,714663,279684,341532,284167,104828,34098,13119,1525,1749,06-06083-20190825,34,8
County,2019-08-26,06,CA,06083,Santa Barbara County,72620,373879,2397656,503992,754866,312512,398725,285449,99994,29953,9459,1157,1549,06-06083-20190826,34,8
County,2019-08-27,06,CA,06083,Santa Barbara County,72078,374421,2385738,501860,725148,292148,428547,300296,98041,29015,8325,987,1371,06-06083-20190827,34,8
County,2019-08-28,06,CA,06083,Santa Barbara County,72792,373707,2594476,527615,791838,354426,462199,321178,100209,28331,6798,811,1071,06-06083-20190828,34,8
County,2019-08-29,06,CA,06083,Santa Barbara County,74284,372215,2320683,479139,671127,348616,414234,270284,96603,30353,7805,1044,1478,06-06083-20190829,34,8
County,2019-08-30,06,CA,06083,Santa Barbara County,74443,372056,2360468,507459,719647,341105,374549,272269,98616,35134,9315,1038,1336,06-06083-20190830,34,8
County,2019-08-31,06,CA,06083,Santa Barbara County,85145,361354,2334277,552385,698591,309584,382153,232848,104083,42983,9504,1023,1123,06-06083-20190831,34,8
County,2019-09-01,06,CA,06083,Santa Barbara County,93660,352839,2366232,621997,737775,317458,325671,169536,119447,59434,12375,814,1725,06-06083-20190901,35,9
County,2019-09-02,06,CA,06083,Santa Barbara County,93301,353198,2237865,591391,721001,285261,313891,162116,96644,51650,12968,1093,1850,06-06083-20190902,35,9
County,2019-09-03,06,CA,06083,Santa Barbara County,85850,360649,2273538,593258,743653,289311,326346,160088,99843,47548,9539,811,3141,06-06083-20190903,35,9
County,2019-09-04,06,CA,06083,Santa Barbara County,86977,359522,2391150,666271,777454,289415,348684,167501,83641,45657,9387,813,2327,06-06083-20190904,35,9
County,2019-09-05,06,CA,06083,Santa Barbara County,87981,358518,2260039,581679,711917,294579,345589,173129,88517,49973,9702,989,3965,06-06083-20190905,35,9
County,2019-09-06,06,CA,06083,Santa Barbara County,87983,358516,2353930,634381,716178,325197,342352,181413,89373,49077,11318,1016,3625,06-06083-20190906,35,9
County,2019-09-07,06,CA,06083,Santa Barbara County,96473,350026,2206689,615367,685295,272044,292063,163754,101074,57509,13861,999,4723,06-06083-20190907,35,9
County,2019-09-08,06,CA,06083,Santa Barbara County,103191,343308,2110616,585537,671124,268619,261376,150797,99708,53610,14133,1154,4558,06-06083-20190908,36,9
County,2019-09-09,06,CA,06083,Santa Barbara County,82935,363564,2134001,528696,658003,298062,312882,187124,96615,38780,9737,1202,2900,06-06083-20190909,36,9
County,2019-09-10,06,CA,06083,Santa Barbara County,79994,366505,2244267,567088,668471,276010,376815,207742,105090,32363,7797,857,2034,06-06083-20190910,36,9
County,2019-09-11,06,CA,06083,Santa Barbara County,79670,366829,2283923,552757,703233,298979,361474,212977,108695,37091,6294,808,1615,06-06083-20190911,36,9
County,2019-09-12,06,CA,06083,Santa Barbara County,82915,363584,2185013,555669,638238,263696,364182,216021,100637,36094,7535,936,2005,06-06083-20190912,36,9
County,2019-09-13,06,CA,06083,Santa Barbara County,81666,364833,2322278,636327,678695,288097,340252,203781,116577,45730,10237,969,1613,06-06083-20190913,36,9
County,2019-09-14,06,CA,06083,Santa Barbara County,86264,360235,2316964,609255,689652,280152,338101,224076,111422,50696,10928,980,1702,06-06083-20190914,36,9
County,2019-09-15,06,CA,06083,Santa Barbara County,87560,358939,2194541,578644,686642,279865,283948,196202,109408,43082,13436,1056,2258,06-06083-20190915,37,9
County,2019-09-16,06,CA,06083,Santa Barbara County,85720,360779,2207614,565559,684573,262808,318881,213626,109305,40550,8475,983,2854,06-06083-20190916,37,9
County,2019-09-17,06,CA,06083,Santa Barbara County,85521,360978,2346157,658267,697003,290188,340851,206405,106703,35713,7220,864,2943,06-06083-20190917,37,9
County,2019-09-18,06,CA,06083,Santa Barbara County,81582,364917,2328499,620119,687561,305224,340207,223973,107236,34085,7366,776,1952,06-06083-20190918,37,9
County,2019-09-19,06,CA,06083,Santa Barbara County,85556,360943,2240834,576193,688365,285930,327909,212777,99738,38800,7428,766,2928,06-06083-20190919,37,9
County,2019-09-20,06,CA,06083,Santa Barbara County,86201,360298,2311570,602505,709914,290234,334459,212242,107065,42569,9049,887,2646,06-06083-20190920,37,9
County,2019-09-21,06,CA,06083,Santa Barbara County,91198,355301,2229108,577871,636879,274159,344329,220675,117368,43280,11223,949,2375,06-06083-20190921,37,9
County,2019-09-22,06,CA,06083,Santa Barbara County,87471,359028,2011146,500210,601954,243227,323952,184962,101816,39421,11943,999,2662,06-06083-20190922,38,9
County,2019-09-23,06,CA,06083,Santa Barbara County,86516,359983,2117587,530772,620713,268724,336782,203825,110369,35572,7765,738,2327,06-06083-20190923,38,9
County,2019-09-24,06,CA,06083,Santa Barbara County,92137,354362,2244497,612630,664651,287003,350020,194918,91136,34434,7030,569,2106,06-06083-20190924,38,9
County,2019-09-25,06,CA,06083,Santa Barbara County,91739,354760,2254150,592937,648196,292637,372085,210303,96394,33892,5677,635,1394,06-06083-20190925,38,9
County,2019-09-26,06,CA,06083,Santa Barbara County,89108,357391,2176028,576861,624306,260564,361392,209165,99454,34655,6941,880,1810,06-06083-20190926,38,9
County,2019-09-27,06,CA,06083,Santa Barbara County,90952,355547,2360530,640547,622316,277315,421515,243159,106335,37553,9776,789,1225,06-06083-20190927,38,9
